date,open,high,low,close,volume,change_rate,turnover,MA5,MA10,MA20,MA30,MA60,MA100,MA200,RSI14,DIF,DEA,VOL_MA5,VOL_MA10,RSI6,K,D,J,BOLL_UPPER,BOLL_MIDDLE,BOLL_LOWER,MA120,MA250,updown_ratio_20,up_days_ratio_20,turnover_ma20,vol_ratio,ma_bull,dif_above_zero,bias60,macd_gold,macd_gold3,dif_below0,kdj_gold,kdj_gold3,boll_pos,boll_width,rsi6,is_yang,above_ma5,break_high5,break_high10,break_close40
2024-08-14,22.64,23.07,22.55,22.99,8394.2,1.9964507542147292,1.1957735185411422,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-15,22.99,23.53,22.83,23.49,8161.2,2.174858634188781,1.162582120930877,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-16,23.5,23.5,22.75,22.87,5627.2,-2.6394210302256194,0.8016078653754634,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-19,22.88,23.45,22.18,23.4,8276.0,2.317446436379522,1.1789356507405697,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-20,24.34,24.34,21.32,21.45,18967.37,-8.333333333333325,2.7019464347253703,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-21,21.39,21.39,20.53,20.62,8451.77,-3.869463869463863,1.2039745003455324,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-22,20.45,20.74,20.32,20.4,3538.1,-1.0669253152279512,0.5040106604501221,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-23,20.41,20.61,20.14,20.4,2053.7,0.0,0.29255439172618514,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-26,20.47,20.65,20.21,20.65,1956.22,1.225490196078427,0.27866813662297213,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-27,20.54,20.75,20.29,20.29,1634.5,-1.7433414043583562,0.23283836649775996,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-28,20.37,20.43,20.14,20.28,3050.66,-0.04928536224739766,0.4345736868400467,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-29,20.18,20.46,20.07,20.43,2606.14,0.7396449704141883,0.3712507681030726,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-30,20.48,20.87,20.35,20.61,5411.92,0.8810572687224738,0.7709407234117817,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-09-02,21.43,21.43,20.8,20.9,6920.2,1.4070839398350188,0.985798754259895,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,True,False,False
2024-09-03,21.04,21.63,20.87,21.59,5507.2,3.3014354066985607,0.7845135833444256,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,True,False,False
2024-09-04,21.54,21.87,21.33,21.39,3563.8,-0.9263547938860528,0.5076716858517692,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-05,21.39,21.65,21.23,21.57,2589.8,0.8415147265077083,0.3689230966998463,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-09-06,21.57,21.71,21.38,21.38,2411.0,-0.8808530366249512,0.34345261647360004,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-09,21.78,21.78,21.04,21.32,2261.2,-0.2806361085126219,0.3221132544048546,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-10,21.53,21.6,21.14,21.5,2441.0,0.8442776735459567,0.3477261869813595,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.45,0.7394928001163323,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-11,21.49,21.62,21.18,21.24,1940.0,-1.2093023255814073,0.2763575595017769,,,,,,,,,,,,,,,,,,,,,,0.5384615384615384,0.45,0.6935220021643641,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-12,21.32,21.42,21.18,21.18,1467.0,-0.28248587570620654,0.20897759782943642,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,0.4,0.6458417760092919,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-13,21.27,21.4,20.9,20.9,2287.0,-1.3220018885741314,0.32578852504152767,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,0.4,0.6220508089925951,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-18,21.11,21.11,20.32,20.57,2661.2,-1.5789473684210464,0.3790941945083138,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.35,0.5820587361809824,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-19,20.78,21.16,20.58,21.03,2418.0,2.236266407389409,0.34444978292541056,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,0.4,0.4641839035909844,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-09-20,20.8,21.02,20.47,20.56,2717.0,-2.2349025202092365,0.38704303565274634,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,0.4,0.42333733035634513,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-23,20.59,20.76,20.37,20.57,2052.93,0.04863813229571967,0.292444703416486,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,0.45,0.4127590325046633,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-24,20.61,21.24,20.5,21.21,3633.87,3.1113271754982907,0.5176533220343927,,,,,,,,,,,,,,,,,,,,,,0.5384615384615384,0.5,0.4240139790200737,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-09-25,21.46,21.89,21.35,21.63,4721.6,1.980198019801982,0.6726030169812319,,,,,,,,,,,,,,,,,,,,,,0.5384615384615384,0.5,0.44371072303798675,,0,0,,0,0,0,0,0,,,,True,False,True,False,False
2024-09-26,21.63,21.99,21.53,21.99,4272.8,1.664355062413314,0.6086704021851507,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.55,0.46250232482235615,,0,0,,0,0,0,0,0,,,,True,False,True,True,False
2024-09-27,22.13,22.82,22.13,22.77,3527.0,3.547066848567537,0.502429439362251,,,,,,,,,,,,,,,,,,,,,,0.8181818181818182,0.6,0.46589511244846643,,0,0,,0,0,0,0,0,,,,True,False,True,True,False
2024-09-30,23.57,24.87,23.01,24.68,15068.8,8.388230127360563,2.1465859755775134,,,,,,,,,,,,,,,,,,,,,,0.8181818181818182,0.6,0.5546618728221884,,0,0,,0,0,0,0,0,,,,True,False,True,True,False
2024-10-08,26.74,27.07,24.94,26.39,18408.6,6.928687196110217,2.6223483349713455,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.6,0.6472322534001667,,0,0,,0,0,0,0,0,,,,False,False,True,True,False
