date,open,high,low,close,volume,change_rate,turnover,MA5,MA10,MA20,MA30,MA60,MA100,MA200,RSI14,DIF,DEA,VOL_MA5,VOL_MA10,RSI6,K,D,J,BOLL_UPPER,BOLL_MIDDLE,BOLL_LOWER,MA120,MA250,updown_ratio_20,up_days_ratio_20,turnover_ma20,vol_ratio,ma_bull,dif_above_zero,bias60,macd_gold,macd_gold3,dif_below0,kdj_gold,kdj_gold3,boll_pos,boll_width,rsi6,is_yang,above_ma5,break_high5,break_high10,break_close40
2024-08-14,2.94,2.96,2.92,2.92,109909.28,-0.34129692832765013,0.423217289484391,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-15,2.91,2.97,2.89,2.95,176758.0,1.0273972602739878,0.6806253453273645,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-16,2.96,2.97,2.88,2.89,145824.0,-2.033898305084747,0.5615107115775105,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-19,2.87,2.93,2.86,2.92,126517.31,1.038062283737018,0.4871682628714923,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-20,2.91,2.92,2.81,2.83,197763.0,-3.082191780821908,0.7615073160364769,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-21,2.81,2.84,2.77,2.79,141667.0,-1.4134275618374548,0.5455037440822579,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-22,2.77,2.79,2.72,2.74,162134.99,-1.7921146953404965,0.6243179010760406,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-23,2.73,2.76,2.71,2.72,146300.89,-0.7299270072992692,0.563347026883936,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-26,2.72,2.79,2.72,2.78,126325.0,2.2058823529411686,0.4864277529078136,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-27,2.77,2.79,2.71,2.73,130425.0,-1.7985611510791255,0.502215235883646,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-28,2.72,2.77,2.7,2.76,132488.0,1.098901098901095,0.5101590352444124,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-29,2.75,2.82,2.73,2.81,148569.0,1.8115942028985588,0.5720806239601105,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,True,False,False
2024-08-30,2.81,2.93,2.8,2.89,248621.0,2.8469750889679846,0.957341415837669,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,True,False,False
2024-09-02,2.89,2.9,2.82,2.83,157385.0,-2.076124567474047,0.6060275629637542,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-03,2.83,2.87,2.82,2.86,169079.09,1.0600706713780772,0.6510568914498158,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-09-04,2.84,2.88,2.81,2.82,123549.09,-1.3986013986013957,0.47573881830599823,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-05,2.82,2.86,2.82,2.84,100314.0,0.7092198581560183,0.3862696505457701,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-09-06,2.85,2.86,2.79,2.79,141056.32,-1.7605633802816878,0.5431522562520917,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-09,2.77,2.86,2.76,2.79,136829.17,0.0,0.5268751687737282,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-09-10,2.81,2.83,2.76,2.82,153145.27,1.0752688172043001,0.5897020348668941,,,,,,,,,,,,,,,,,,,,,,1.0,0.45,0.5727122022165587,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-09-11,2.8,2.82,2.77,2.79,123940.0,-1.0638297872340385,0.47724405854260377,,,,,,,,,,,,,,,,,,,,,,1.0,0.45,0.5754135406694693,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-09-12,2.78,2.84,2.78,2.82,138652.0,1.0752688172043001,0.5338941681866153,,,,,,,,,,,,,,,,,,,,,,1.0,0.45,0.5680769818124318,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-09-13,2.82,3.1,2.79,3.1,882760.11,9.929078014184412,3.399161026431461,,,,,,,,,,,,,,,,,,,,,,1.2222222222222223,0.5,0.7099594975551294,,0,0,,0,0,0,0,0,,,,True,False,True,True,False
