date,open,high,low,close,volume,change_rate,turnover,MA5,MA10,MA20,MA30,MA60,MA100,MA200,RSI14,DIF,DEA,VOL_MA5,VOL_MA10,RSI6,K,D,J,BOLL_UPPER,BOLL_MIDDLE,BOLL_LOWER,MA120,MA250,updown_ratio_20,up_days_ratio_20,turnover_ma20,vol_ratio,ma_bull,dif_above_zero,bias60,macd_gold,macd_gold3,dif_below0,kdj_gold,kdj_gold3,boll_pos,boll_width,rsi6,is_yang,above_ma5,break_high5,break_high10,break_close40
2024-07-31,7.85,8.32,7.82,8.31,1462839.44,5.456852791878175,4.499748921210437,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-01,8.32,8.33,8.18,8.25,945723.33,-0.7220216606498298,2.9090803936288747,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-02,8.16,8.27,7.96,7.99,1045822.16,-3.1515151515151496,3.216988144808271,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-05,7.8,7.95,7.61,7.61,1112660.29,-4.755944931163958,3.422584736709856,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-06,7.73,7.81,7.58,7.71,675970.43,1.3140604467805517,2.0793103672147746,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-07,7.71,7.74,7.61,7.66,501034.02,-0.6485084306095956,1.5411994162426526,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-08,7.62,7.76,7.52,7.69,642613.84,0.3916449086161844,1.9767042467045435,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-09,7.75,7.83,7.69,7.72,577118.92,0.39011703511051543,1.7752394190849359,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-12,7.64,7.82,7.52,7.57,567446.45,-1.943005181347146,1.745486538995826,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-13,7.54,7.63,7.48,7.6,439046.53,0.39630118890354726,1.3505235747052908,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-14,7.61,7.68,7.52,7.65,480148.52,0.657894736842124,1.4769548357889422,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-15,7.68,8.42,7.62,8.3,3255200.09,8.496732026143805,10.013117429553047,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,True,False,False
2024-08-16,8.24,8.35,8.14,8.16,2184166.14,-1.6867469879518149,6.718576874171074,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-19,8.17,8.18,7.97,8.01,1173875.05,-1.8382352941176516,3.6108836318176842,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-20,8.01,8.05,7.88,7.93,874016.53,-0.9987515605493158,2.688507590407591,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-21,7.85,8.11,7.85,7.89,993417.52,-0.5044136191677207,3.055789508882498,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
