date,open,high,low,close,volume,change_rate,turnover,MA5,MA10,MA20,MA30,MA60,MA100,MA200,RSI14,DIF,DEA,VOL_MA5,VOL_MA10,RSI6,K,D,J,BOLL_UPPER,BOLL_MIDDLE,BOLL_LOWER,MA120,MA250,updown_ratio_20,up_days_ratio_20,turnover_ma20,vol_ratio,ma_bull,dif_above_zero,bias60,macd_gold,macd_gold3,dif_below0,kdj_gold,kdj_gold3,boll_pos,boll_width,rsi6,is_yang,above_ma5,break_high5,break_high10,break_close40
2024-07-31,7.06,7.27,6.99,7.27,96638.0,3.5612535612535634,0.5715074348011798,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-01,7.3,7.33,7.22,7.25,72313.0,-0.27510316368637433,0.42765182570808297,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-02,7.22,7.28,7.11,7.17,64226.0,-1.1034482758620734,0.379826119203011,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-05,7.12,7.22,6.97,7.01,81129.0,-2.231520223152028,0.479788765061207,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-06,7.03,7.19,6.99,7.08,67819.88,0.9985734664764712,0.40107996489293907,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-07,7.03,7.15,7.03,7.08,42490.5,0.0,0.2512845532649634,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-08,7.08,7.13,6.97,7.09,39024.84,0.14124293785311437,0.23078898778872162,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-09,7.08,7.16,7.0,7.01,36073.0,-1.128349788434413,0.21333210223289972,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-12,7.04,7.08,6.97,7.07,40749.0,0.8559201141226991,0.2409854970168389,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-13,7.04,7.12,7.03,7.11,37329.0,0.5657708628005631,0.22075996019881666,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-14,7.12,7.19,7.0,7.0,42577.5,-1.5471167369901617,0.2517990625348956,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-15,7.0,7.12,6.94,7.02,48465.66,0.28571428571428914,0.28662104992390314,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-16,7.06,7.07,6.86,6.87,48693.0,-2.136752136752129,0.28796551587133273,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-19,6.86,7.03,6.85,6.89,43004.0,0.29112081513826826,0.2543213407374939,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-20,6.92,6.92,6.69,6.78,55279.0,-1.5965166908563089,0.3269144589951616,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-21,6.78,6.81,6.7,6.74,40871.3,-0.5899705014749235,0.2417087669445711,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-22,6.72,6.77,6.64,6.68,51909.0,-0.8902077151335397,0.3069846171598589,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-23,6.64,6.71,6.47,6.66,108691.35,-0.29940119760478723,0.6427897372004514,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-26,6.65,6.69,6.55,6.63,71689.52,-0.45045045045045695,0.4239646275515623,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-27,6.58,6.64,6.55,6.64,55265.37,0.15082956259426794,0.32683385254287217,,,,,,,,,,,,,,,,,,,,,,1.0,0.35,0.33834541198153817,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-28,6.58,6.75,6.57,6.72,55255.33,1.2048192771084265,0.32677447699034207,,,,,,,,,,,,,,,,,,,,,,1.0,0.4,0.32610876409099626,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-29,6.68,6.91,6.68,6.9,69223.16,2.6785714285714413,0.4093788219999549,,,,,,,,,,,,,,,,,,,,,,1.2222222222222223,0.45,0.32519511390558986,,0,0,,0,0,0,0,0,,,,True,False,True,False,False
2024-08-30,6.89,7.02,6.84,6.87,79668.5,-0.43478260869566077,0.4711515146159668,,,,,,,,,,,,,,,,,,,,,,1.2222222222222223,0.45,0.32976138367623764,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
