date,open,high,low,close,volume,change_rate,turnover,MA5,MA10,MA20,MA30,MA60,MA100,MA200,RSI14,DIF,DEA,VOL_MA5,VOL_MA10,RSI6,K,D,J,BOLL_UPPER,BOLL_MIDDLE,BOLL_LOWER,MA120,MA250,updown_ratio_20,up_days_ratio_20,turnover_ma20,vol_ratio,ma_bull,dif_above_zero,bias60,macd_gold,macd_gold3,dif_below0,kdj_gold,kdj_gold3,boll_pos,boll_width,rsi6,is_yang,above_ma5,break_high5,break_high10,break_close40
2024-08-14,4.39,4.43,4.36,4.38,952779.31,-0.2277904328018221,0.14194656003574796,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-15,4.38,4.44,4.37,4.43,1286206.37,1.1415525114155223,0.1916210478138599,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-16,4.44,4.54,4.42,4.53,1626868.19,2.257336343115135,0.242373381514848,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-19,4.53,4.62,4.5,4.62,1620788.38,1.9867549668874052,0.24146760185935678,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-20,4.62,4.66,4.6,4.63,1388450.23,0.21645021645020357,0.20685349887514148,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-21,4.61,4.65,4.57,4.63,1018992.42,0.0,0.151811093296623,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-22,4.63,4.71,4.62,4.69,1447613.46,1.2958963282937441,0.21566772992630037,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,True,False,False
2024-08-23,4.7,4.72,4.64,4.69,1144463.83,0.0,0.17050402128677317,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
2024-08-26,4.68,4.71,4.64,4.7,941614.31,0.2132196162046851,0.14028318077660018,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,False,False,False
2024-08-27,4.7,4.77,4.69,4.73,1251077.22,0.6382978723404209,0.1863874517993959,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,True,False,True,False,False
2024-08-28,4.72,4.75,4.64,4.67,961695.0,-1.268498942917562,0.14327483355361553,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,,,,False,False,False,False,False
